date,Close
2001/3/1,77.75
2001/3/2,77.5
2001/3/5,77.90000153
2001/3/6,78.19999695
2001/3/7,78.30000305
2001/3/8,77.94999695
2001/3/9,77.80000305
2001/3/12,77.69999695
2001/3/13,77.94999695
2001/3/14,77.44999695
2001/3/15,77.16999817
2001/3/16,77.25
2001/3/19,77.5
2001/3/20,77.65000153
2001/3/21,77.19999695
2001/3/22,77.30000305
2001/3/23,76.69999695
2001/3/26,76.69999695
2001/3/27,76.94999695
2001/3/28,76.75
2001/3/29,76.91999817
2001/3/30,76.62000275
2001/4/2,76.75
2001/4/3,77.01999664
2001/4/4,77.05000305
2001/4/5,77.09999847
2001/4/6,77.06999969
2001/4/9,77.22000122
2001/4/10,76.76999664
2001/4/11,76.80000305
2001/4/12,76.80000305
2001/4/16,77.05000305
2001/4/17,77.05000305
2001/4/18,76.80000305
2001/4/19,76.5
2001/4/20,76.80000305
2001/4/23,76.69999695
2001/4/24,76.37000275
2001/4/25,76.15000153
2001/4/26,76.40000153
2001/4/27,76.40000153
2001/4/30,76.30000305
2001/5/1,76.34999847
2001/5/2,76.16999817
2001/5/3,76.06999969
2001/5/4,75.84999847
2001/5/7,75.84999847
2001/5/8,75.90000153
2001/5/9,75.12000275
2001/5/10,75.40000153
2001/5/11,75.40000153
2001/5/14,75.65000153
2001/5/15,75.5
2001/5/16,75.69999695
2001/5/17,76.5
2001/5/18,76
2001/5/21,77.25
2001/5/22,77.19999695
2001/5/23,76.94999695
2001/5/24,77.31999969
2001/5/25,77.31999969
2001/5/29,77.66999817
2001/5/30,77.40000153
2001/5/31,77.84999847
2001/6/1,77.90000153
2001/6/4,77.62000275
2001/6/5,77.69999695
2001/6/6,77.5
2001/6/7,77.30000305
2001/6/8,77.34999847
2001/6/11,77.25
2001/6/12,76.94999695
2001/6/13,76.87000275
2001/6/14,76.72000122
2001/6/15,76.72000122
2001/6/18,76.5
2001/6/19,76.84999847
2001/6/20,76.75
2001/6/21,76.69999695
2001/6/22,77.09999847
2001/6/25,77.30000305
2001/6/26,77.09999847
2001/6/27,77.30000305
2001/6/28,77.44999695
2001/6/29,76.91999817
2001/7/2,77.15000153
2001/7/3,77.01999664
2001/7/5,76.76999664
2001/7/6,77.5
2001/7/9,77.51999664
2001/7/10,77.15000153
2001/7/11,77.97000122
2001/7/12,78.06999969
2001/7/13,78.59999847
2001/7/16,78.44999695
